SITE_NAME;FREQUENCE;BEGIN;END; DAY ;KWH_PERIOD;PERIOD_EUR
0179BR;11227;18/06/2018;31/12/2018;196;9068;1086,32
0179BR;11227;01/01/2019;31/12/2019;364;15246;1815,88
0179KO;11229;01/01/2018;31/12/2018;364;17932;2029,88
0179KO;11229;01/01/2019;31/12/2019;364;18234;2013,3
0180BB;11231;01/01/2018;31/12/2018;364;16714;2519,7
0180BB;11231;01/01/2019;31/12/2019;364;16673;2491,79
0180BR;11266;01/01/2018;31/01/2018;30;986;120,28
0180BR;11266;01/02/2018;28/02/2018;27;892;109,45
0180BR;11266;01/03/2018;31/03/2018;30;987;120,37
0180BR;11266;01/04/2018;30/04/2018;29;1004;121,63
0180BR;11266;01/05/2018;31/05/2018;30;1073;129,08
0180BR;11266;01/06/2018;30/06/2018;29;1052;126,48
0180BR;11266;01/07/2018;31/07/2018;30;1105;132,35
0180BR;11266;01/08/2018;31/08/2018;30;1123;134,12
0180BR;11266;01/09/2018;30/09/2018;29;1020;123,04
0180BR;11266;01/10/2018;31/10/2018;30;1753;195,17
0180BR;11266;01/11/2018;30/11/2018;29;1767;196,45
0180BR;11266;01/12/2018;31/12/2018;30;1819;202,03
0180BR;11266;01/01/2019;31/01/2019;30;1818;197,12
0180BR;11266;01/02/2019;28/02/2019;27;1640;178,47
0180BR;11266;01/03/2019;31/03/2019;30;1824;197,74
0180BR;11266;01/04/2019;30/04/2019;29;1774;192,62
0180BR;11266;01/05/2019;31/05/2019;30;1830;198,62
0180BR;11266;01/06/2019;30/06/2019;29;1834;198,84
0180BR;11266;01/07/2019;31/07/2019;30;1909;206,67
0180BR;11266;01/08/2019;31/08/2019;30;1624;177,87
0180BR;11266;01/09/2019;30/09/2019;29;852;99,72
0180BR;11266;01/10/2019;31/10/2019;30;883;102,98
0180BR;11266;01/11/2019;30/11/2019;29;929;107,46
0180BR;11266;01/12/2019;31/12/2019;30;1224;137,71
0180BR;11266;01/01/2020;31/01/2020;30;1295;171,45
0180BR;11266;01/02/2020;29/02/2020;28;1130;150,81
0180BR;11266;01/03/2020;31/03/2020;30;1133;150,93
0180BR;11266;01/04/2020;30/04/2020;29;889;120,98
0180BR;11266;01/05/2020;31/05/2020;30;884;120,56
0180BR;11266;01/06/2020;30/06/2020;29;864;117,92
0180BR;11266;01/07/2020;31/07/2020;30;912;123,99
0180BR;11266;01/08/2020;31/08/2020;30;934;126,69
0180BR;11266;01/09/2020;30/09/2020;29;896;121,76
0180BR;11266;01/10/2020;31/10/2020;30;890;120,98
0180BR;11266;01/11/2020;30/11/2020;29;954;121,89
0180KO;11297;01/01/2018;31/05/2018;150;4781;695,18
0180KO;11297;01/06/2018;30/06/2018;29;1020;146,89
0180KO;11297;01/07/2018;31/07/2018;30;1069;152,87
0180KO;11297;01/08/2018;31/08/2018;30;1096;139,33
0180KO;11297;01/09/2018;30/09/2018;29;992;127,57
0180KO;11297;01/10/2018;31/10/2018;30;993;127,69
0180KO;11297;01/11/2018;30/11/2018;29;969;124,78
0180KO;11297;01/12/2018;31/12/2018;30;1019;130,85
0180KO;11297;01/01/2019;31/01/2019;30;1074;150,79
0180KO;11297;01/02/2019;28/02/2019;27;890;126,21
0180KO;11297;01/03/2019;31/03/2019;30;1016;143,04
0180KO;11297;01/04/2019;30/04/2019;29;1037;145,85
0180KO;11297;01/05/2019;31/05/2019;30;1079;151,46
0180KO;11297;01/06/2019;30/06/2019;29;1109;155,47
0180KO;11297;01/07/2019;31/07/2019;30;1123;157,34
0180KO;11297;01/08/2019;31/08/2019;30;1152;161,21
0180KO;11297;01/09/2019;30/09/2019;29;1061;149,06
0180KO;11297;01/10/2019;31/10/2019;30;1053;147,99
0180KO;11297;01/11/2019;30/11/2019;29;1003;141,31
0180KO;11297;01/12/2019;31/12/2019;30;1045;146,92
0180KO;11297;01/01/2020;31/01/2020;30;1062;148,86
0180KO;11297;01/02/2020;29/02/2020;28;900;127,4
0180KO;11297;01/03/2020;31/03/2020;30;983;138,39
0180KO;11297;01/04/2020;30/04/2020;29;1024;143,82
0180KO;11297;01/05/2020;31/05/2020;30;1580;217,48
0180KO;11297;01/06/2020;30/06/2020;29;1555;214,17
0180KO;11297;01/07/2020;31/07/2020;30;1610;221,45
0180KO;11297;01/08/2020;31/08/2020;30;1630;224,1
0180KO;11297;01/09/2020;30/09/2020;29;1618;222,51
0180KO;11297;01/10/2020;31/10/2020;30;1752;240,26
0180KO;11297;01/11/2020;30/11/2020;29;1617;214,21
0181BB;11332;01/01/2018;31/01/2018;30;1122;149,65
0181BB;11332;01/02/2018;28/02/2018;27;1024;137,05
0181BB;11332;01/03/2018;31/03/2018;30;1124;147,46
0181BB;11332;01/04/2018;30/04/2018;29;1074;141,53
0181BB;11332;01/05/2018;31/05/2018;30;1145;150,75
0181BB;11332;01/06/2018;30/06/2018;29;1124;148,27
0181BB;11332;01/07/2018;31/07/2018;30;1211;160,19
0181BB;11332;01/08/2018;31/08/2018;30;1224;161,92
0181BB;11332;01/09/2018;30/09/2018;29;1106;146,53
0181BB;11332;01/10/2018;31/10/2018;30;1131;149,55
0181BB;11332;01/11/2018;30/11/2018;29;1094;144,79
0181BB;11332;01/12/2018;31/12/2018;30;1143;150,62
0181BB;11332;01/01/2019;31/01/2019;30;1175;147,84
0181BB;11332;01/02/2019;28/02/2019;27;1010;128,17
0181BB;11332;01/03/2019;31/03/2019;30;1111;140,7
0181BB;11332;01/04/2019;30/04/2019;29;1084;137,47
0181BB;11332;01/05/2019;31/05/2019;30;1125;142,35
0181BB;11332;01/06/2019;30/06/2019;29;1177;150,07
0181BB;11332;01/07/2019;31/07/2019;30;1197;151,97
0181BB;11332;01/08/2019;31/08/2019;30;1209;153,54
0181BB;11332;01/09/2019;30/09/2019;29;1090;138,32
0181BB;11332;01/10/2019;31/10/2019;30;1125;142,42
0181BB;11332;01/11/2019;30/11/2019;29;1076;136,4
0181BB;11332;01/12/2019;31/12/2019;30;1135;143,23
0181BB;11332;01/01/2020;31/01/2020;30;1138;164,97
0181BB;11332;01/02/2020;29/02/2020;28;1038;151,48
0181BB;11332;01/03/2020;31/03/2020;30;1132;164,69
0181BB;11332;01/04/2020;30/04/2020;29;1091;158,59
0181BB;11332;01/05/2020;31/05/2020;30;1137;164,95
0181BB;11332;01/06/2020;30/06/2020;29;1124;163,21
0181BB;11332;01/07/2020;31/07/2020;30;1171;169,72
0181BB;11332;01/08/2020;31/08/2020;30;1138;164,97
0181BB;11332;01/09/2020;30/09/2020;29;997;145,63
0181BB;11332;01/10/2020;31/10/2020;30;1013;147,79
0181BB;11332;01/11/2020;30/11/2020;29;963;133,68
0181BR;11367;01/01/2018;31/01/2018;30;2191;240,28
0181BR;11367;01/02/2018;28/02/2018;27;1980;218,07
0181BR;11367;01/03/2018;31/03/2018;30;2194;240,54
0181BR;11367;01/04/2018;30/04/2018;29;2150;235,86
0181BR;11367;01/05/2018;31/05/2018;30;2239;245,2
0181BR;11367;01/06/2018;30/06/2018;29;2177;238,68
0181BR;11367;01/07/2018;31/07/2018;30;2271;248,69
0181BR;11367;01/08/2018;31/08/2018;30;2287;250,34
0181BR;11367;01/09/2018;30/09/2018;29;2159;238,56
0181BR;11367;01/10/2018;31/10/2018;30;2221;245,14
0181BR;11367;01/11/2018;30/11/2018;29;2134;235,9
0181BR;11367;01/12/2018;31/12/2018;30;2197;242,53
0181BR;11367;01/01/2019;31/01/2019;30;2191;236,11
0181BR;11367;01/02/2019;28/02/2019;27;1985;214,82
0181BR;11367;01/03/2019;31/03/2019;30;2202;237,2
0181BR;11367;01/04/2019;30/04/2019;29;2146;231,38
0181BR;11367;01/05/2019;31/05/2019;30;2220;238,98
0181BR;11367;01/06/2019;30/06/2019;29;2238;240,83
0181BR;11367;01/07/2019;31/07/2019;30;2472;264,95
0181BR;11367;01/08/2019;31/08/2019;30;2464;264,1
0181BR;11367;01/09/2019;30/09/2019;29;2380;255,45
0181BR;11367;01/10/2019;31/10/2019;30;2254;242,41
0181BR;11367;01/11/2019;30/11/2019;29;2131;229,71
0181BR;11367;01/12/2019;31/12/2019;30;2196;236,38
0181BR;11367;01/01/2020;31/01/2020;30;2189;280,47
0181BR;11367;01/02/2020;29/02/2020;28;2060;264,49
0181BR;11367;01/03/2020;31/03/2020;30;2225;283,46
0181BR;11367;01/04/2020;30/04/2020;29;2011;255,69
0181BR;11367;01/05/2020;31/05/2020;30;2084;264,51
0181BR;11367;01/06/2020;30/06/2020;29;2048;260,13
0181BR;11367;01/07/2020;31/07/2020;30;2162;274,1
0181BR;11367;01/08/2020;31/08/2020;30;2175;275,7
0181BR;11367;01/09/2020;30/09/2020;29;2055;261
0181BR;11367;01/10/2020;31/10/2020;30;2105;267,04
0181BR;11367;01/11/2020;30/11/2020;29;2013;245,84
0181KO;11402;01/01/2018;31/01/2018;30;2131;265,75
0181KO;11402;01/02/2018;28/02/2018;27;1989;248,64
0181KO;11402;01/03/2018;31/03/2018;30;2169;270,33
0181KO;11402;01/04/2018;30/04/2018;29;2095;261,41
0181KO;11402;01/05/2018;31/05/2018;30;2203;274,43
0181KO;11402;01/06/2018;30/06/2018;29;2146;267,56
0181KO;11402;01/07/2018;31/07/2018;30;2246;279,76
0181KO;11402;01/08/2018;31/08/2018;30;2276;283,38
0181KO;11402;01/09/2018;30/09/2018;29;2123;266,61
0181KO;11402;01/10/2018;31/10/2018;30;2148;269,64
0181KO;11402;01/11/2018;30/11/2018;29;2083;261,75
0181KO;11402;01/12/2018;31/12/2018;30;2178;273,28
0181KO;11402;01/01/2019;31/01/2019;30;2217;305,34
0181KO;11402;01/02/2019;28/02/2019;27;1956;270,47
0181KO;11402;01/03/2019;31/03/2019;30;2136;294,52
0181KO;11402;01/04/2019;30/04/2019;29;2086;287,84
0181KO;11402;01/05/2019;31/05/2019;30;2158;297,46
0181KO;11402;01/06/2019;30/06/2019;29;2201;303,21
0181KO;11402;01/07/2019;31/07/2019;30;2226;306,55
0181KO;11402;01/08/2019;31/08/2019;30;2259;310,96
0181KO;11402;01/09/2019;30/09/2019;29;2171;299,2
0181KO;11402;01/10/2019;31/10/2019;30;2458;337,55
0181KO;11402;01/11/2019;30/11/2019;29;2504;343,69
0181KO;11402;01/12/2019;31/12/2019;30;2590;355,18
0181KO;11402;01/01/2020;31/01/2020;30;2585;352,66
0181KO;11402;01/02/2020;29/02/2020;28;2428;331,86
0181KO;11402;01/03/2020;31/03/2020;30;2540;346,69
0181KO;11402;01/04/2020;30/04/2020;29;2433;332,52
0181KO;11402;01/05/2020;31/05/2020;30;2532;345,63
0181KO;11402;01/06/2020;30/06/2020;29;2480;338,75
0181KO;11402;01/07/2020;31/07/2020;30;2602;354,91
0181KO;11402;01/08/2020;31/08/2020;30;2633;359,01
0181KO;11402;01/09/2020;30/09/2020;29;2519;343,91
0181KO;11402;01/10/2020;31/10/2020;30;2602;354,91
0181KO;11402;01/11/2020;30/11/2020;29;2495;330,52
0182BB;11421;01/01/2018;31/12/2018;364;18323;2615,67
0182BB;11421;01/01/2019;30/06/2019;180;12776;1687,17
0182BB;11421;01/07/2019;31/07/2019;30;2041;272,18
0182BB;11421;01/08/2019;31/08/2019;30;2050;257,78
0182BB;11421;01/09/2019;30/09/2019;29;1944;244,68
0182BB;11421;01/10/2019;31/10/2019;30;2001;251,3
0182BB;11421;01/11/2019;30/11/2019;29;1928;242,55
0182BB;11421;01/12/2019;31/12/2019;30;2241;279,72
0182BB;11421;01/01/2020;31/01/2020;30;2305;330,38
0182BB;11421;01/02/2020;29/02/2020;28;1894;273,41
0182BB;11421;01/03/2020;31/03/2020;30;2001;289,13
0182BB;11421;01/04/2020;30/04/2020;29;1946;280,55
0182BB;11421;01/05/2020;31/05/2020;30;2005;288,93
0182BB;11421;01/06/2020;30/06/2020;29;2022;291,25
0182BB;11421;01/07/2020;31/07/2020;30;2120;305,06
0182BB;11421;01/08/2020;31/08/2020;30;2136;307,49
0182BB;11421;01/09/2020;30/09/2020;29;2025;291,87
0182BB;11421;01/10/2020;31/10/2020;30;2079;298,96
0182BB;11421;01/11/2020;30/11/2020;29;2047;282,26
0182BR;11456;01/01/2018;31/01/2018;30;2209;238,81
0182BR;11456;01/02/2018;28/02/2018;27;2055;222,85
0182BR;11456;01/03/2018;31/03/2018;30;2233;241,29
0182BR;11456;01/04/2018;30/04/2018;29;2145;232,17
0182BR;11456;01/05/2018;31/05/2018;30;2255;243,57
0182BR;11456;01/06/2018;30/06/2018;29;2205;238,39
0182BR;11456;01/07/2018;31/07/2018;30;2276;258,38
0182BR;11456;01/08/2018;31/08/2018;30;2307;261,32
0182BR;11456;01/09/2018;30/09/2018;29;2172;249,28
0182BR;11456;01/10/2018;31/10/2018;30;2199;252,95
0182BR;11456;01/11/2018;30/11/2018;29;2126;245,03
0182BR;11456;01/12/2018;31/12/2018;30;2275;261,15
0182BR;11456;01/01/2019;31/01/2019;30;2321;259,85
0182BR;11456;01/02/2019;28/02/2019;27;2024;228,23
0182BR;11456;01/03/2019;31/03/2019;30;2174;244,64
0182BR;11456;01/04/2019;30/04/2019;29;2113;237,84
0182BR;11456;01/05/2019;31/05/2019;30;2193;246,42
0182BR;11456;01/06/2019;30/06/2019;29;2231;248,85
0182BR;11456;01/07/2019;31/07/2019;30;2269;253,35
0182BR;11456;01/08/2019;31/08/2019;30;2309;257,25
0182BR;11456;01/09/2019;30/09/2019;29;2149;241,28
0182BR;11456;01/10/2019;31/10/2019;30;2049;224,01
0182BR;11456;01/11/2019;30/11/2019;29;2066;221,36
0182BR;11456;01/12/2019;31/12/2019;30;2525;267,07
0182BR;11456;01/01/2020;31/01/2020;30;2612;329,4
0182BR;11456;01/02/2020;29/02/2020;28;2438;308,12
0182BR;11456;01/03/2020;31/03/2020;30;2604;326,81
0182BR;11456;01/04/2020;30/04/2020;29;2586;324,62
0182BR;11456;01/05/2020;31/05/2020;30;2665;334,23
0182BR;11456;01/06/2020;30/06/2020;29;2590;325,11
0182BR;11456;01/07/2020;31/07/2020;30;2727;341,78
0182BR;11456;01/08/2020;31/08/2020;30;2762;346,04
0182BR;11456;01/09/2020;30/09/2020;29;2639;331,09
0182BR;11456;01/10/2020;31/10/2020;30;2718;340,68
0182BR;11456;01/11/2020;30/11/2020;29;2621;318,97
0183BB;11458;01/01/2018;23/01/2019;387;12277;1866,1
0183BB;11458;01/01/2019;31/12/2019;364;11106;1688,11
0183BR;11461;01/01/2018;17/10/2018;289;7530;1038,34
0183BR;11461;18/10/2018;31/12/2018;74;1946;269,29
0183BR;11461;01/01/2019;31/12/2019;364;9178;1257,53
0184BR;11496;01/01/2018;31/01/2018;30;1716;196,09
0184BR;11496;01/02/2018;28/02/2018;27;1574;180,53
0184BR;11496;01/03/2018;31/03/2018;30;1733;197,76
0184BR;11496;01/04/2018;30/04/2018;29;1688;192,71
0184BR;11496;01/05/2018;31/05/2018;30;1770;201,25
0184BR;11496;01/06/2018;30/06/2018;29;1701;192,98
0184BR;11496;01/07/2018;31/07/2018;30;1784;201,91
0184BR;11496;01/08/2018;31/08/2018;30;1808;204,35
0184BR;11496;01/09/2018;30/09/2018;29;1685;192,62
0184BR;11496;01/10/2018;31/10/2018;30;1721;196,52
0184BR;11496;01/11/2018;30/11/2018;29;1653;189,08
0184BR;11496;01/12/2018;31/12/2018;30;1708;195,02
0184BR;11496;01/01/2019;31/01/2019;30;1714;191,14
0184BR;11496;01/02/2019;28/02/2019;27;1542;172,94
0184BR;11496;01/03/2019;31/03/2019;30;1703;190,02
0184BR;11496;01/04/2019;30/04/2019;29;1653;184,67
0184BR;11496;01/05/2019;31/05/2019;30;1714;191,1
0184BR;11496;01/06/2019;30/06/2019;29;1739;193,44
0184BR;11496;01/07/2019;31/07/2019;30;1796;199,42
0184BR;11496;01/08/2019;31/08/2019;30;1832;203,1
0184BR;11496;01/09/2019;30/09/2019;29;1742;193,65
0184BR;11496;01/10/2019;31/10/2019;30;1723;191,83
0184BR;11496;01/11/2019;30/11/2019;29;1655;184,65
0184BR;11496;01/12/2019;31/12/2019;30;1783;197,79
0184BR;11496;01/01/2020;31/01/2020;30;1839;241,17
0184BR;11496;01/02/2020;29/02/2020;28;1619;213,83
0184BR;11496;01/03/2020;31/03/2020;30;1758;230,16
0184BR;11496;01/04/2020;30/04/2020;29;1705;223,49
0184BR;11496;01/05/2020;31/05/2020;30;1788;233,84
0184BR;11496;01/06/2020;30/06/2020;29;1861;241,67
0184BR;11496;01/07/2020;31/07/2020;30;2103;270,41
0184BR;11496;01/08/2020;31/08/2020;30;2090;268,74
0184BR;11496;01/09/2020;30/09/2020;29;1973;254,3
0184BR;11496;01/10/2020;31/10/2020;30;2001;257,76
0184BR;11496;01/11/2020;30/11/2020;29;1883;233,46
0184KO;11501;01/01/2018;30/06/2018;180;14676;1761,12
0184KO;11501;01/07/2018;31/12/2018;183;12260;1471,2
0184KO;11501;01/01/2019;30/06/2019;180;14748;1769,76
0184KO;11501;01/07/2019;31/12/2019;183;14126;1695,12
0184KO;11501;01/01/2020;30/06/2020;181;14064;1687,68
0185BB;11525;01/01/2018;31/12/2018;364;18641;2512,75
0185BB;11525;01/01/2019;31/01/2019;30;1542;201,51
0185BB;11525;01/02/2019;28/02/2019;27;1398;175,9
0185BB;11525;01/03/2019;31/03/2019;30;1546;193,56
0185BB;11525;01/04/2019;30/04/2019;29;1510;189,39
0185BB;11525;01/05/2019;31/05/2019;30;1565;195,98
0185BB;11525;01/06/2019;30/06/2019;29;1591;199,54
0185BB;11525;01/07/2019;31/07/2019;30;1624;203,49
0185BB;11525;01/08/2019;31/08/2019;30;1638;205,21
0185BB;11525;01/09/2019;30/09/2019;29;1536;192,67
0185BB;11525;01/10/2019;31/10/2019;30;1574;197,06
0185BB;11525;01/11/2019;30/11/2019;29;1503;188,39
0185BB;11525;01/12/2019;31/12/2019;30;1548;193,77
0185BB;11525;01/01/2020;31/01/2020;30;1538;221,45
0185BB;11525;01/02/2020;29/02/2020;28;1443;208,28
0185BB;11525;01/03/2020;31/03/2020;30;1549;223,84
0185BB;11525;01/04/2020;30/04/2020;29;1505;216,26
0185BB;11525;01/05/2020;31/05/2020;30;1564;224,57
0185BB;11525;01/06/2020;30/06/2020;29;1564;225,11
0185BB;11525;01/07/2020;31/07/2020;30;1627;233,31
0185BB;11525;01/08/2020;31/08/2020;30;1732;248,66
0185BB;11525;01/09/2020;30/09/2020;29;1675;240,67
0185BB;11525;01/10/2020;31/10/2020;30;1662;238,1
0185BB;11525;01/11/2020;30/11/2020;29;1605;222,27
0185BR;11536;01/01/2018;31/01/2018;30;1862;267,01
0185BR;11536;01/02/2018;28/02/2018;27;1682;255,83
0185BR;11536;01/03/2018;31/03/2018;30;1642;254,02
0185BR;11536;01/04/2018;30/04/2018;29;2009;298,74
0185BR;11536;01/05/2018;31/05/2018;30;2009;309,99
0185BR;11536;01/06/2018;30/06/2018;29;1915;297,4
0185BR;11536;01/07/2018;31/07/2018;30;2000;309,8
0185BR;11536;01/08/2018;31/08/2018;30;2064;337,67
0185BR;11536;01/09/2018;30/09/2018;29;2081;281,77
0185BR;11536;01/10/2018;31/10/2018;30;2041;254,51
0185BR;11536;01/11/2018;21/11/2018;20;1454;243,11
0185KO;11567;01/01/2018;31/05/2018;150;7282;996,51
0185KO;11567;01/06/2018;30/06/2018;29;1426;195,81
0185KO;11567;01/07/2018;31/07/2018;30;1515;206,64
0185KO;11567;01/08/2018;31/08/2018;30;1494;187,91
0185KO;11567;01/09/2018;30/09/2018;29;1348;171,37
0185KO;11567;01/10/2018;31/10/2018;30;2180;272,32
0185KO;11567;01/11/2018;30/11/2018;29;2174;271,6
0185KO;11567;01/12/2018;31/12/2018;30;2242;279,85
0185KO;11567;01/01/2019;31/01/2019;30;2240;307,2
0185KO;11567;01/02/2019;28/02/2019;27;2028;278,87
0185KO;11567;01/03/2019;31/03/2019;30;2247;308,13
0185KO;11567;01/04/2019;30/04/2019;29;2189;300,38
0185KO;11567;01/05/2019;31/05/2019;30;2267;310,81
0185KO;11567;01/06/2019;30/06/2019;29;2257;309,47
0185KO;11567;01/07/2019;31/07/2019;30;2310;316,55
0185KO;11567;01/08/2019;31/08/2019;30;2327;318,82
0185KO;11567;01/09/2019;30/09/2019;29;2193;300,92
0185KO;11567;01/10/2019;31/10/2019;30;2252;308,8
0185KO;11567;01/11/2019;30/11/2019;29;2164;297,04
0185KO;11567;01/12/2019;31/12/2019;30;2225;305,19
0185KO;11567;01/01/2020;31/01/2020;30;2228;304
0185KO;11567;01/02/2020;29/02/2020;28;2118;289,43
0185KO;11567;01/03/2020;31/03/2020;30;2276;310,36
0185KO;11567;01/04/2020;30/04/2020;29;2213;302,01
0185KO;11567;01/05/2020;31/05/2020;30;2287;311,82
0185KO;11567;01/06/2020;30/06/2020;29;2246;306,39
0185KO;11567;01/07/2020;31/07/2020;30;2334;318,04
0185KO;11567;01/08/2020;31/08/2020;30;2352;320,43
0185KO;11567;01/09/2020;30/09/2020;29;2214;302,15
0185KO;11567;01/10/2020;31/10/2020;30;1841;252,73
0185KO;11567;01/11/2020;30/11/2020;29;1726;228,65
0186BB;11569;01/01/2018;31/12/2018;364;27333;3728,81
0186BB;11569;01/01/2019;31/12/2019;364;27815;3660,44
0186BR;11602;01/01/2018;31/01/2018;30;2931;263,79
0186BR;11602;01/02/2018;28/02/2018;27;2580;232,2
0186BR;11602;01/03/2018;31/03/2018;30;2945;265,05
0186BR;11602;01/04/2018;30/04/2018;29;3141;282,69
0186BR;11602;01/05/2018;31/05/2018;30;3024;272,16
0186BR;11602;01/06/2018;30/06/2018;29;3081;277,29
0186BR;11602;01/07/2018;31/07/2018;30;3208;288,72
0186BR;11602;01/08/2018;31/08/2018;30;3303;297,27
0186BR;11602;01/09/2018;30/09/2018;29;3131;281,79
0186BR;11602;01/10/2018;31/10/2018;30;3213;289,17
0186BR;11602;01/11/2018;30/11/2018;29;2091;188,19
0186BR;11602;01/01/2019;31/01/2019;30;622;68,42
0186BR;11602;01/02/2019;28/02/2019;27;2555;281,05
0186BR;11602;01/03/2019;31/03/2019;30;9336;1026,96
0186BR;11602;01/04/2019;30/04/2019;29;2915;320,65
0186BR;11602;01/05/2019;31/05/2019;30;2984;328,24
0186BR;11602;01/06/2019;30/06/2019;29;3077;338,47
0186BR;11602;01/07/2019;31/07/2019;30;3238;356,18
0186BR;11602;01/08/2019;31/08/2019;30;3240;356,4
0186BR;11602;01/09/2019;30/09/2019;29;3168;348,48
0186BR;11602;01/10/2019;31/10/2019;30;3215;353,65
0186BR;11602;01/11/2019;30/11/2019;29;2894;318,34
0186BR;11602;01/12/2019;31/12/2019;30;2865;315,15
0186BR;11602;01/01/2020;31/01/2020;30;2838;312,18
0186BR;11602;01/02/2020;29/02/2020;28;2649;291,39
0186BR;11602;01/03/2020;24/03/2020;23;2136;256,32
0186BR;11602;25/03/2020;30/04/2020;36;3455;518,25
0186BR;11602;01/05/2020;31/05/2020;30;1480;192,4
0186BR;11602;01/06/2020;30/06/2020;29;4360;523,2
0186BR;11602;01/07/2020;31/07/2020;30;3221;386,52
0186BR;11602;01/08/2020;31/08/2020;30;3315;364,65
0186BR;11602;01/09/2020;30/09/2020;29;3116;373,92
0186BR;11602;01/10/2020;31/10/2020;30;3042;365,04
0186KO;11637;01/01/2018;31/01/2018;30;1807;223,71
0186KO;11637;01/02/2018;28/02/2018;27;1632;202,63
0186KO;11637;01/03/2018;31/03/2018;30;1803;223,23
0186KO;11637;01/04/2018;30/04/2018;29;1765;218,65
0186KO;11637;01/05/2018;31/05/2018;30;1838;227,45
0186KO;11637;01/06/2018;30/06/2018;29;1784;220,94
0186KO;11637;01/07/2018;31/07/2018;30;1863;230,59
0186KO;11637;01/08/2018;31/08/2018;30;1874;231,92
0186KO;11637;01/09/2018;30/09/2018;29;1791;223,32
0186KO;11637;01/10/2018;31/10/2018;30;1840;229,27
0186KO;11637;01/11/2018;30/11/2018;29;1768;220,53
0186KO;11637;01/12/2018;31/12/2018;30;1823;227,2
0186KO;11637;01/01/2019;31/01/2019;30;1815;248,59
0186KO;11637;01/02/2019;28/02/2019;27;1649;226,41
0186KO;11637;01/03/2019;31/03/2019;30;1817;248,86
0186KO;11637;01/04/2019;30/04/2019;29;1764;241,78
0186KO;11637;01/05/2019;31/05/2019;30;1822;249,53
0186KO;11637;01/06/2019;30/06/2019;29;1817;248,86
0186KO;11637;01/07/2019;31/07/2019;30;1858;254,34
0186KO;11637;01/08/2019;31/08/2019;30;1874;256,47
0186KO;11637;01/09/2019;30/09/2019;29;1787;244,85
0186KO;11637;01/10/2019;31/10/2019;30;1841;252,07
0186KO;11637;01/11/2019;30/11/2019;29;1777;243,51
0186KO;11637;01/12/2019;31/12/2019;30;1834;251,13
0186KO;11637;01/01/2020;31/01/2020;30;1835;249,9
0186KO;11637;01/02/2020;29/02/2020;28;1721;234,8
0186KO;11637;01/03/2020;31/03/2020;30;1851;252,02
0186KO;11637;01/04/2020;30/04/2020;29;1801;245,4
0186KO;11637;01/05/2020;31/05/2020;30;1861;253,34
0186KO;11637;01/06/2020;30/06/2020;29;1815;247,25
0186KO;11637;01/07/2020;31/07/2020;30;1883;256,26
0186KO;11637;01/08/2020;31/08/2020;30;1893;257,58
0186KO;11637;01/09/2020;30/09/2020;29;1808;246,32
0186KO;11637;01/10/2020;31/10/2020;30;1862;253,48
0186KO;11637;01/11/2020;30/11/2020;29;1824;241,63
0187BB;11639;01/01/2018;31/12/2018;364;29309;3961,69
0187BB;11639;01/01/2019;31/12/2019;364;32403;4222,03
0187BR;11674;01/01/2018;31/01/2018;30;1875;210,94
0187BR;11674;01/02/2018;28/02/2018;27;1700;191,93
0187BR;11674;01/03/2018;31/03/2018;30;1820;205,09
0187BR;11674;01/04/2018;30/04/2018;29;1784;201,24
0187BR;11674;01/05/2018;31/05/2018;30;1867;210,35
0187BR;11674;01/06/2018;30/06/2018;29;1827;206,05
0187BR;11674;01/07/2018;31/07/2018;30;1912;215,29
0187BR;11674;01/08/2018;31/08/2018;30;1943;218,53
0187BR;11674;01/09/2018;30/09/2018;29;1803;205,08
0187BR;11674;01/10/2018;31/10/2018;30;1845;209,79
0187BR;11674;01/11/2018;30/11/2018;29;1773;201,95
0187BR;11674;01/12/2018;31/12/2018;30;1827;207,86
0187BR;11674;01/01/2019;31/01/2019;30;1830;203,22
0187BR;11674;01/02/2019;28/02/2019;27;1655;184,47
0187BR;11674;01/03/2019;31/03/2019;30;1830;203,16
0187BR;11674;01/04/2019;30/04/2019;29;1784;198,21
0187BR;11674;01/05/2019;31/05/2019;30;1848;205
0187BR;11674;01/06/2019;30/06/2019;29;1878;207,83
0187BR;11674;01/07/2019;31/07/2019;30;1927;213,15
0187BR;11674;01/08/2019;31/08/2019;30;1945;214,98
0187BR;11674;01/09/2019;30/09/2019;29;1788;196,92
0187BR;11674;01/10/2019;31/10/2019;30;1828;201,1
0187BR;11674;01/11/2019;30/11/2019;29;1757;193,59
0187BR;11674;01/12/2019;31/12/2019;30;1812;199,39
0187BR;11674;01/01/2020;31/01/2020;30;1809;236,07
0187BR;11674;01/02/2020;29/02/2020;28;1690;221,07
0187BR;11674;01/03/2020;31/03/2020;30;1821;236,38
0187BR;11674;01/04/2020;30/04/2020;29;1778;230,95
0187BR;11674;01/05/2020;31/05/2020;30;1840;238,69
0187BR;11674;01/06/2020;30/06/2020;29;1828;237,01
0187BR;11674;01/07/2020;31/07/2020;30;1939;250,76
0187BR;11674;01/08/2020;31/08/2020;30;1959;253,17
0187BR;11674;01/09/2020;30/09/2020;29;1827;236,86
0187BR;11674;01/10/2020;31/10/2020;30;1838;238,38
0187BR;11674;01/11/2020;30/11/2020;29;1757;227,79
0188BB;11709;01/01/2018;31/01/2018;30;1686;166,68
